postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"7018","1253","9774","12.6","4434","4000","434","0","1229","24","0","121296","776,294","142.8"
"7019","261","2756","9.4","903","870","33","0","259","2","0","30429","194,748","35.9"
"7020","254","933","27.0","969","948","21","0","252","2","0","20096","128,613","23.6"
"7021","170","1025","16.2","631","591","40","0","166","4","0","13423","85,908","15.8"
"7022","82","466","17.4","287","277","10","0","81","1","0","7696","49,254","9"
"7023","32","265","12.1","103","103","0","0","32","0","0","3957","25,323","4.6"
"7024","58","256","22.7","176","176","0","0","58","0","0","4206","26,917","4.9"
"7025","191","783","22.7","810","620","190","0","178","13","0","16140","103,294","18.9"
"7026","80","389","19.8","321","259","62","0","77","3","0","13864","88,731","16.7"
"7027","25","186","13.4","102","102","0","0","25","0","0","4762","30,480","5.7"
"7030","1023","7376","13.6","3988","3587","401","0","1000","23","0","149325","955,679","180.5"
"7050","819","5702","14.0","3168","2723","446","0","801","18","0","75629","484,023","94.1"
"7052","530","3041","17.3","1950","1902","48","0","526","4","0","36138","231,282","45"
"7053","249","1461","16.6","853","792","61","0","243","6","0","18128","116,020","22.6"
"7054","817","3485","23.0","3147","2800","347","0","801","16","0","61412","393,034","76.5"
"7055","33","163","17.2","224","97","127","0","28","5","0","6492","41,546","8.2"
"7109","779","4165","18.1","3330","2642","688","0","752","27","0","97143","621,717","107.9"
"7112","363","1747","20.4","1329","1156","173","0","356","7","0","29745","190,370","36.9"
"7113","117","520","21.9","424","389","35","0","114","3","0","11284","72,220","12.5"
"7116","222","1141","19.0","800","719","81","0","217","5","0","26411","169,032","29.4"
"7117","95","527","16.7","373","284","89","0","88","7","0","10130","64,832","11.3"
"7120","129","927","13.4","495","389","106","0","124","5","0","33878","216,820","40.9"
"7140","651","5340","11.7","2893","2215","677","0","626","25","0","121347","776,623","146.7"
"7150","396","2061","18.8","1406","1243","162","0","387","9","0","33489","214,332","41.6"
"7155","134","428","30.6","462","430","32","0","131","3","0","7261","46,472","9"
"7162","75","273","26.7","264","244","21","0","73","2","0","6548","41,904","8.1"
"7163","51","210","22.9","230","189","40","0","48","3","0","3509","22,455","4.4"
"7170","475","1981","22.2","2532","1716","817","0","439","36","0","61798","395,509","72.9"
"7171","196","1476","13.1","662","631","30","0","193","3","0","17411","111,429","20.4"
"7172","275","1693","15.7","970","861","109","0","266","9","0","34256","219,240","40.2"
"7173","638","3810","16.5","2130","1935","196","0","629","9","0","47947","306,860","56.3"
"7174","13","78","16.7","47","47","0","0","13","0","0","2141","13,701","2.5"
"7175","15","117","12.8","54","54","0","0","15","0","0","2610","16,702","3.1"
"7177","32","236","13.1","134","118","16","0","31","1","0","5668","36,276","6.7"
"7178","39","310","12.3","144","133","11","0","38","1","0","4626","29,609","5.4"
"7179","55","416","13.2","179","179","0","0","55","0","0","5629","36,027","6.6"
"7180","20","108","18.5","71","71","0","0","20","0","0","2185","13,985","2.6"
"7182","32","257","10.9","178","102","76","0","28","4","0","6548","41,904","7.7"
"7184","87","715","11.9","288","255","33","0","85","2","0","12827","82,096","15.1"
"7185","12","65","18.5","40","40","0","0","12","0","0","3249","20,792","3.8"
"7186","11","225","4.9","34","34","0","0","11","0","0","3429","21,942","4"
"7187","12","97","10.3","65","35","30","0","10","2","0","2846","18,216","3.3"
"7190","403","2674","14.7","1512","1292","220","0","392","11","0","54546","349,094","66"
"7209","27","257","10.5","95","95","0","0","27","0","0","10206","65,317","12.3"
"7210","69","641","10.3","281","224","58","0","66","3","0","16224","103,834","19.6"
"7211","3","110","2.7","18","18","0","0","3","0","0","4945","31,646","6.3"
"7212","169","879","17.1","1370","491","632","247","150","18","1","38342","245,390","49.8"
"7213","26","158","15.8","83","73","10","0","25","1","0","5889","37,687","7.3"
"7214","52","323","15.8","168","158","10","0","51","1","0","10269","65,718","12.7"
"7215","433","2784","15.2","1612","1455","158","0","422","11","0","46680","298,754","57.8"
"7216","404","2473","15.7","1664","1371","293","0","389","15","0","43498","278,385","53.7"
"7248","709","6890","9.7","3319","2237","1082","0","668","41","0","126177","807,531","159.4"
"7249","612","5564","10.4","3501","2075","1426","0","578","34","0","96937","620,400","122.3"
"7250","2973","19626","14.6","12907","10431","2025","451","2866","105","2","334207","2,138,924","420.2"
"7252","320","1489","21.0","1232","1157","75","0","313","7","0","44255","283,233","59.4"
"7253","394","2360","16.0","1794","1476","318","0","377","17","0","3207","20,525","4.4"
"7254","56","272","19.5","219","174","46","0","53","3","0","8311","53,190","10.4"
"7255","188","576","30.9","4810","557","153","4100","178","9","1","0","0","0"
"7256","266","812","28.8","1811","1151","660","0","234","32","0","29761","190,472","38.5"
"7258","94","353","22.4","642","328","315","0","79","15","0","12305","78,753","15.8"
"7259","46","197","22.3","182","160","22","0","44","2","0","7321","46,853","9.4"
"7260","267","1415","17.7","1247","920","327","0","251","16","0","49753","318,420","62.6"
"7261","31","111","27.0","140","113","27","0","30","1","0","789","5,052","1"
"7262","166","1388","11.7","563","518","45","0","162","4","0","25476","163,049","32"
"7263","46","277","16.6","171","171","0","0","46","0","0","7901","50,569","10.1"
"7264","61","776","7.6","212","191","21","0","59","2","0","14355","91,869","17.7"
"7265","18","135","13.3","71","71","0","0","18","0","0","5819","37,239","7.2"
"7267","88","305","28.5","344","334","10","0","87","1","0","10512","67,277","13.2"
"7268","115","430","25.1","464","364","99","0","108","7","0","14286","91,430","17.9"
"7270","566","2495","22.3","2004","1861","143","0","557","9","0","21856","139,877","29.4"
"7275","340","1440","22.8","1299","1155","144","0","329","11","0","35607","227,884","47.8"
"7276","56","258","21.3","174","164","10","0","55","1","0","4437","28,395","5.6"
"7277","603","2407","24.5","2591","2325","266","0","589","14","0","48119","307,964","60.5"
"7290","137","977","13.7","517","481","36","0","134","3","0","13246","84,773","16.6"
"7291","51","236","20.8","334","209","125","0","49","2","0","7699","49,276","9.6"
"7292","46","250","16.4","270","181","89","0","41","5","0","12892","82,510","16.1"
"7300","248","1541","15.6","965","869","97","0","240","8","0","29366","187,944","37.6"
"7301","336","1870","17.1","1594","1157","437","0","320","16","0","49121","314,377","63.1"
"7302","91","746","10.3","811","265","546","0","77","14","0","41198","263,668","52.7"
"7303","242","1275","18.1","1031","828","203","0","231","11","0","37821","242,056","47.5"
"7304","562","3365","16.1","2428","2018","410","0","543","19","0","89122","570,381","110.2"
"7305","108","517","19.7","423","343","80","0","102","6","0","12228","78,258","15.2"
"7306","355","1757","19.1","1512","1120","391","0","335","20","0","52865","338,336","65.4"
"7307","780","4962","15.2","3290","2812","478","0","752","28","0","79721","510,216","102.5"
"7310","1515","12809","11.4","6965","5125","1070","771","1462","51","2","261938","1,676,401","325.2"
"7315","1005","7165","13.3","4587","3548","1039","0","954","51","0","136592","874,189","169.4"
"7316","450","2705","15.9","1854","1625","229","0","431","19","0","65516","419,300","80.4"
"7320","684","7799","8.3","3321","2380","806","136","649","34","1","142550","912,319","176.2"
"7321","337","2431","13.6","1424","1316","109","0","330","7","0","65789","421,051","80.7"
"7322","246","1909","12.3","1066","868","199","0","234","12","0","31385","200,861","38.7"
"7325","597","4222","13.6","2625","2197","428","0","576","21","0","97338","622,963","119.6"
"7330","313","2999","9.5","1837","1241","596","0","286","27","0","98003","627,217","118.5"
"7466","4","17","","10","10","0","0","4","0","0","528","3,380",".6"
"7467","66","1064","6.0","320","224","97","0","64","2","0","21533","137,812","24.2"
"7469","34","500","6.6","119","109","10","0","33","1","0","4317","27,627","4.9"
"7470","32","559","5.7","129","129","0","0","32","0","0","10799","69,114","12.1"
"2818","81","354","19.8","445","294","151","0","70","11","0","14895","95,325","21.9"
"3213","295","1385","19.1","1845","1254","591","0","264","31","0","62087","397,356","79.9"
"3217","449","3369","12.7","2502","1966","386","150","428","20","1","62120","397,569","78"
"3576","6","41","","30","30","0","0","6","0","0","3223","20,625","4.3"
"3662","5","269","1.5","27","14","12","0","4","1","0","21659","138,617","29.5"
"4498","18","126","11.9","106","62","44","0","15","3","0","6904","44,185","10.4"
"4803","1","113","0.9","1","1","0","0","1","0","0","","",""
"5310","7","65","9.2","39","28","11","0","6","1","0","2984","19,095","4.1"
"5655","17","46","","72","72","0","0","17","0","0","4298","27,507","3.2"
"5660","4","20","","20","20","0","0","4","0","0","2393","15,314","1.8"
"6077","181","537","28.7","1420","762","658","0","154","27","0","33379","213,626","49.5"
"6078","109","347","25.6","881","457","425","0","89","20","0","20563","131,603","30.4"
"6355","33","272","10.7","197","134","63","0","29","4","0","33052","211,534","46.5"
"6386","7","56","12.5","29","29","0","0","7","0","0","5049","32,311","7.1"
"6447","3","98","3.1","18","18","0","0","3","0","0","15732","100,687","21.4"
"6473","5","36","","10","10","0","0","5","0","0","4682","29,964","7.3"
"6506","12","34","","269","26","243","0","8","4","0","3409","21,817","5"
"6512","9","63","14.3","44","44","0","0","9","0","0","5315","34,015","8.2"
"6572","6","26","","29","29","0","0","6","0","0","2908","18,613","4.3"
"6606","14","121","10.7","67","57","10","0","13","1","0","7745","49,566","11.4"
"6608","13","70","17.1","54","44","10","0","12","1","0","6972","44,624","10.7"
"6628","6","16","","18","18","0","0","6","0","0","3728","23,858","5.8"
"6632","10","26","","41","41","0","0","10","0","0","5064","32,409","7.9"
"7176","9","64","14.1","35","35","0","0","9","0","0","1574","10,070","1.8"
"7468","30","472","5.9","178","122","56","0","28","2","0","9957","63,727","11.2"
"0834","152","821","18.3","996","961","35","0","150","2","0","20441","130,821","30.7"
"2901","2","10","","31138","0","0","31138","0","0","2","","",""
"2826","32","75","38.7","165","130","35","0","29","3","0","7763","49,683","11.4"
"5701","9","14","","122","23","98","0","4","5","0","1522","9,743","2.4"
"3234","22","712","2.8","138","102","36","0","20","2","0","2213","14,164","2.6"
"6357","9","47","","43","31","12","0","8","1","0","5781","36,999","8.1"
"0839","11","283","2.5","493","35","160","298","7","3","1","4218","26,996","6.3"
"4892","25","1952","0.7","407","81","326","0","14","11","0","15815","101,217","22.9"
"0875","88","990","8.8","514","429","85","0","87","1","0","13650","87,362","22.3"
"2817","28","157","15.3","143","96","48","0","24","4","0","10570","67,650","15.6"
"0873","74","1541","4.7","419","391","28","0","72","2","0","32502","208,015","53.1"
"2838","10","100","7.0","109","39","71","0","7","3","0","4863","31,125","7.3"
"0874","7","262","2.3","71","31","40","0","6","1","0","3646","23,336","6"
"2822","22","207","9.2","203","90","113","0","19","3","0","10781","68,996","15.9"
"3506","2","24","","5","5","0","0","2","0","0","2623","16,789","3.8"
"3415","1","24","","5","5","0","0","1","0","0","1887","12,079","2.5"
"3893","4","36","","32","21","11","0","3","1","0","996","6,378","1.3"
"4493","3","14","","14","14","0","0","3","0","0","1653","10,579","2.5"
"0847","12","235","4.3","176","56","120","0","10","2","0","0","0","0"
"0853","1","190","0.5","3","3","0","0","1","0","0","14440","92,418","22.8"
"0885","7","348","0.6","234","12","222","0","2","5","0","0","0","0"
"2661","","57","0.0","","","","","","","","10027","64,174","13.9"
"3785","","26","","","","","","","","","524","3,351",".6"
"3852","3","10","","109","9","100","0","2","1","0","156","1,000",".2"
"3920","","110","0.0","","","","","","","","11130","71,231","13.7"
"4426","10","101","8.9","56","43","13","0","9","1","0","6715","42,977","10.3"
"4474","7","39","","69","19","50","0","3","4","0","4692","30,027","7.3"
"4479","3","12","","27","14","13","0","2","1","0","1449","9,272","2.2"
"4733","11","133","5.3","77","29","48","0","7","4","0","12299","78,715","19.2"
"5713","3","7","","138008","0","32","137975","0","2","1","2352","15,051","3.6"
"5715","","8","","","","","","","","","1772","11,338","2.7"
"5717","8","4","","114","31","83","0","4","4","0","3580","22,910","5.5"
"5719","1","8","","16","0","16","0","0","1","0","6352","40,651","9.7"
"5734","2","118","0.0","28","0","28","0","0","2","0","3070","19,648","4.9"
"6034","467","1107","42.1","1558","1545","13","0","466","1","0","15296","97,895","22.8"
"6079","2","17","","13","13","0","0","2","0","0","1628","10,419","2.4"
"6351","4","35","","17","17","0","0","4","0","0","4216","26,982","5.9"
"6358","3","63","4.8","18","18","0","0","3","0","0","7132","45,647","10"
"6373","5","48","","22","22","0","0","5","0","0","6774","43,355","9.5"
"6384","4","8","","22","22","0","0","4","0","0","2392","15,310","3.5"
"6385","2","22","","9","9","0","0","2","0","0","3361","21,513","4.9"
"6412","3","38","","18","18","0","0","3","0","0","3152","20,171","4.6"
"6420","4","57","7.0","13","13","0","0","4","0","0","8363","53,524","11.7"
"6422","3","18","","14","14","0","0","3","0","0","0","0","0"
"6424","3","52","5.8","16","16","0","0","3","0","0","7616","48,745","11.5"
"6431","9","251","2.8","53","32","20","0","7","2","0","20459","130,936","32"
"6445","2","90","2.2","12","12","0","0","2","0","0","10144","64,922","13.8"
"6462","7","78","7.7","38","28","10","0","6","1","0","9083","58,128","13.4"
"6463","","5","","","","","","","","","1587","10,158","2.3"
"6467","4","22","","20","20","0","0","4","0","0","3579","22,903","5.3"
"6470","","9","","","","","","","","","2081","13,319","3.3"
"6484","7","41","","38","38","0","0","7","0","0","2588","16,565","3.9"
"6571","7","42","","51","24","27","0","6","1","0","4162","26,639","6.1"
"6605","1","25","","6","6","0","0","1","0","0","3023","19,349","4.5"
"6614","1","17","","7","7","0","0","1","0","0","3676","23,524","5.7"
"6625","4","25","","20","20","0","0","4","0","0","5010","32,062","7.9"
"6762","","83","0.0","","","","","","","","11697","74,858","18.4"
"6798","62","414","12.3","355","235","120","0","51","11","0","","",""
"7119","3","17","","6","6","0","0","3","0","0","977","6,250","1.2"
